 ************************************************************************************************************************************
************************************************************************************************************************************
************************************************************************************************************************************
****************                                                                                                    ****************
****************          *  Ab initio dipole moment parameters of NH3 describing the projection                    ****************
****************          *  of the dipole moment on the three N-H_i molecular bonds                                ****************
****************          *  see J.Chem.Phys. 122, 104317 (2005).                                                   ****************
****************          *  N atom is at the center of coordinates, its coordinates are not given.                 ****************
****************                                                                                                    ****************
************************************************************************************************************************************
************************************************************************************************************************************
************************************************************************************************************************************

        0. <= Molecular charge is 


 Dipole moment expansion coefficients:
  f4a11    =       -2610.866  f0a12    =          98.131  f1a12    =        -739.832
  f2a12    =        3130.922  f3a12    =       -3186.158  f4a12    =         481.687
  f0a14    =          13.124  f1a14    =         -30.886  f2a14    =        -243.163
  f3a14    =        1123.275  f4a14    =        -894.268  f0a44    =           1.631
  f1a44    =           0.904  f2a44    =          45.125  f3a44    =        -578.331
  f4a44    =        2093.712  f0a111   =         504.543  f1a111   =       -1291.254
  f2a111   =        2489.468  f3a111   =        -794.278  f0a112   =        -124.723
  f1a112   =         529.400  f2a112   =       -1706.978  f3a112   =        1155.076
  f0a114   =         -40.136  f1a114   =         153.132  f2a114   =           0.000
  f3a114   =        -888.287  f0a123   =          13.541  f1a123   =         756.155
  f2a123   =       -4838.752  f3a123   =        3124.739  f0a124   =           5.441
  f1a124   =           0.000  f2a124   =           0.000  f3a124   =         123.107
  f0a144   =          -1.232  f1a144   =           0.000  f2a144   =          28.877
  f3a144   =        -297.660  f0a155   =          -2.973  f1a155   =         -18.044
  f2a155   =          56.339  f3a155   =         -92.101  f0a455   =          -1.405
  f1a455   =          25.166  f2a455   =        -236.304  f3a455   =         971.450
  f0a1111  =        -475.543  f1a1111  =        1351.850  f2a1111  =       -2403.202
  f0a1112  =         160.109  f1a1112  =        -679.210  f2a1112  =        1415.867
  f0a1114  =          33.670  f1a1114  =         -70.177  f2a1114  =           0.000
  f0a1122  =         -36.350  f1a1122  =         450.184  f2a1122  =       -1321.238
  f0a1123  =         -30.758  f1a1123  =         -94.674  f2a1123  =        1276.383
  f0a1124  =           8.822  f1a1124  =        -147.994  f2a1124  =         470.400
  f0a1125  =         -22.929  f1a1125  =          95.944  f2a1125  =        -348.484
  f0a1144  =           1.420  f1a1144  =          23.417  f2a1144  =        -145.765
  f0a1155  =           1.436  f1a1155  =          55.625  f2a1155  =        -276.348
  f0a1244  =           1.321  f1a1244  =         -32.971  f2a1244  =         226.519
  f0a1255  =           2.366  f1a1255  =         -39.504  f2a1255  =         238.273
  f0a1444  =          -0.386  f1a1444  =          10.818  f2a1444  =         -28.285
  f0a1455  =          -0.462  f1a1455  =           5.128  f2a1455  =         -54.616
  f0a4444  =           0.335  f1a4444  =          -7.587  f2a4444  =          67.361
  

    r1        r2        r3       alpha1    alpha2    alpha3       Mu1           Mu2           Mu3
  0.850000  0.850000  0.850000  120.0000  120.0000  120.0000   -0.00028204   -0.00028204   -0.00028204
  0.850000  0.850000  0.850000  116.0000  120.0000  120.0000    0.03668507    0.07549153    0.07549153
  0.850000  0.850000  0.850000  112.0000  120.0000  120.0000    0.07194476    0.15161454    0.15161454
  0.850000  0.850000  0.850000  108.0000  120.0000  120.0000    0.10529758    0.22788078    0.22788078
  0.850000  0.850000  0.850000  104.0000  120.0000  120.0000    0.13659071    0.30417190    0.30417190
  0.850000  0.850000  0.850000  100.0000  120.0000  120.0000    0.16570522    0.38044728    0.38044728
  0.850000  0.850000  0.850000   90.0000  120.0000  120.0000    0.22834561    0.57132849    0.57132849
  0.850000  0.850000  0.850000   80.0000  120.0000  120.0000    0.27542853    0.76361095    0.76361095
  0.850000  0.850000  0.850000  116.0000  116.0000  120.0000    0.11108446    0.11108446    0.15110198
  0.850000  0.850000  0.850000  112.0000  116.0000  120.0000    0.14503317    0.18578834    0.22706670
  0.850000  0.850000  0.850000  108.0000  116.0000  120.0000    0.17714969    0.26059066    0.30318741
  0.850000  0.850000  0.850000  104.0000  116.0000  120.0000    0.20729004    0.33537230    0.37935445
  0.850000  0.850000  0.850000  100.0000  116.0000  120.0000    0.23534146    0.41009120    0.45553636
  0.850000  0.850000  0.850000   90.0000  116.0000  120.0000    0.29573433    0.59686422    0.64637826
  0.850000  0.850000  0.850000   80.0000  116.0000  120.0000    0.34114108    0.78471523    0.83900147
  0.850000  0.850000  0.850000  112.0000  112.0000  120.0000    0.21838186    0.21838186    0.30287849
  0.850000  0.850000  0.850000  108.0000  112.0000  120.0000    0.24921883    0.29178423    0.37885980
  0.850000  0.850000  0.850000  104.0000  112.0000  120.0000    0.27816427    0.36511964    0.45490988
  0.850000  0.850000  0.850000  100.0000  112.0000  120.0000    0.30511173    0.43834390    0.53100670
  0.850000  0.850000  0.850000   90.0000  112.0000  120.0000    0.36316069    0.62115259    0.72183747
  0.850000  0.850000  0.850000   80.0000  112.0000  120.0000    0.40680283    0.80469296    0.91484281
  0.850000  0.850000  0.850000  108.0000  108.0000  120.0000    0.32129710    0.32129710    0.45471610
  0.850000  0.850000  0.850000  104.0000  108.0000  120.0000    0.34900346    0.39326163    0.53066470
  0.850000  0.850000  0.850000  100.0000  108.0000  120.0000    0.37480330    0.46506533    0.60669315
  0.850000  0.850000  0.850000   90.0000  108.0000  120.0000    0.43040182    0.64408467    0.79756120
  0.850000  0.850000  0.850000   80.0000  108.0000  120.0000    0.47217682    0.82346691    0.99100831
  0.850000  0.850000  0.850000  104.0000  104.0000  120.0000    0.41968177    0.41968177    0.60653647
  0.850000  0.850000  0.850000  100.0000  104.0000  120.0000    0.44428657    0.49014844    0.68252245
  0.850000  0.850000  0.850000   90.0000  104.0000  120.0000    0.49731563    0.66557766    0.87349847
  0.850000  0.850000  0.850000   80.0000  104.0000  120.0000    0.53710468    0.84097934    1.06746735
  0.850000  0.850000  0.850000  100.0000  100.0000  120.0000    0.51350643    0.51350643    0.75850155
  0.850000  0.850000  0.850000   90.0000  100.0000  120.0000    0.56383302    0.68556209    0.94967984
  0.850000  0.850000  0.850000   80.0000  100.0000  120.0000    0.60149966    0.85717922    1.14427205
  0.850000  0.850000  0.850000   90.0000   90.0000  120.0000    0.72845710    0.72845710    1.14193162
  0.850000  0.850000  0.850000   80.0000   90.0000  120.0000    0.76010522    0.89153504    1.33866825
  0.850000  0.850000  0.850000   80.0000   80.0000  120.0000    0.91596766    0.91596766    1.53862024
  0.850000  0.850000  0.850000  116.0000  116.0000  116.0000    0.18539568    0.18539568    0.18539568
  0.850000  0.850000  0.850000  112.0000  116.0000  116.0000    0.21811099    0.26001232    0.26001232
  0.850000  0.850000  0.850000  108.0000  116.0000  116.0000    0.24907101    0.33473528    0.33473528
  0.850000  0.850000  0.850000  104.0000  116.0000  116.0000    0.27814019    0.40945326    0.40945326
  0.850000  0.850000  0.850000  100.0000  116.0000  116.0000    0.30521158    0.48413264    0.48413264
  0.850000  0.850000  0.850000   90.0000  116.0000  116.0000    0.36356817    0.67096929    0.67096929
  0.850000  0.850000  0.850000   80.0000  116.0000  116.0000    0.40750998    0.85921484    0.85921484
  0.850000  0.850000  0.850000  112.0000  112.0000  116.0000    0.29144595    0.29144595    0.33454281
  0.850000  0.850000  0.850000  108.0000  112.0000  116.0000    0.32120203    0.36483741    0.40918787
  0.850000  0.850000  0.850000  104.0000  112.0000  116.0000    0.34915366    0.43817168    0.48384431
  0.850000  0.850000  0.850000  100.0000  112.0000  116.0000    0.37519979    0.51141224    0.55848720
  0.850000  0.850000  0.850000   90.0000  112.0000  116.0000    0.43141266    0.69439108    0.74540088
  0.850000  0.850000  0.850000   80.0000  112.0000  116.0000    0.47379005    0.87838162    0.93406581
  0.850000  0.850000  0.850000  108.0000  108.0000  116.0000    0.39333980    0.39333980    0.48376386
  0.850000  0.850000  0.850000  104.0000  108.0000  116.0000    0.42012439    0.46536750    0.55836828
  0.850000  0.850000  0.850000  100.0000  108.0000  116.0000    0.44509619    0.53724491    0.63298512
  0.850000  0.850000  0.850000   90.0000  108.0000  116.0000    0.49904505    0.71654397    0.82000725
  0.850000  0.850000  0.850000   80.0000  108.0000  116.0000    0.53974173    0.89643362    1.00913280
  0.850000  0.850000  0.850000  104.0000  104.0000  116.0000    0.49093164    0.49093164    0.63293859
  0.850000  0.850000  0.850000  100.0000  104.0000  116.0000    0.51477535    0.56153075    0.70754820
  0.850000  0.850000  0.850000   90.0000  104.0000  116.0000    0.56632499    0.73735178    0.89473066
  0.850000  0.850000  0.850000   80.0000  104.0000  116.0000    0.60520597    0.91331941    1.08437679
  0.850000  0.850000  0.850000  100.0000  100.0000  116.0000    0.58418741    0.58418741    0.78217844
  0.850000  0.850000  0.850000   90.0000  100.0000  116.0000    0.63318659    0.75674894    0.96959522
  0.850000  0.850000  0.850000   80.0000  100.0000  116.0000    0.67009717    0.92899158    1.15984224
  0.850000  0.850000  0.850000   90.0000   90.0000  116.0000    0.79860662    0.79860662    1.15807045
  0.850000  0.850000  0.850000   80.0000   90.0000  116.0000    0.82978876    0.96246160    1.35030831
  0.850000  0.850000  0.850000   80.0000   80.0000  116.0000    0.98657976    0.98657976    1.54546934
  0.850000  0.850000  0.850000  112.0000  112.0000  112.0000    0.36476384    0.36476384    0.36476384
  0.850000  0.850000  0.850000  108.0000  112.0000  112.0000    0.39338703    0.43814105    0.43814105
  0.850000  0.850000  0.850000  104.0000  112.0000  112.0000    0.42029379    0.51147112    0.51147112
  0.850000  0.850000  0.850000  100.0000  112.0000  112.0000    0.44538863    0.58472546    0.58472546
  0.850000  0.850000  0.850000   90.0000  112.0000  112.0000    0.49964589    0.76787253    0.76787253
  0.850000  0.850000  0.850000   80.0000  112.0000  112.0000    0.54064699    0.95232102    0.95232102
  0.850000  0.850000  0.850000  108.0000  108.0000  112.0000    0.46557603    0.46557603    0.51150703
  0.850000  0.850000  0.850000  104.0000  108.0000  112.0000    0.49138272    0.53765850    0.58483627
  0.850000  0.850000  0.850000  100.0000  108.0000  112.0000    0.51547138    0.60960141    0.65810835
  0.850000  0.850000  0.850000   90.0000  108.0000  112.0000    0.56763796    0.78916252    0.84143752
  0.850000  0.850000  0.850000   80.0000  108.0000  112.0000    0.60713168    0.96954978    1.02636612
  0.850000  0.850000  0.850000  104.0000  104.0000  112.0000    0.56230507    0.56230507    0.65817558
  0.850000  0.850000  0.850000  100.0000  104.0000  112.0000    0.58532704    0.63302259    0.73147690
  0.850000  0.850000  0.850000   90.0000  104.0000  112.0000    0.63525056    0.80920164    0.91502057
  0.850000  0.850000  0.850000   80.0000  104.0000  112.0000    0.67308472    0.98570745    1.10046853
  0.850000  0.850000  0.850000  100.0000  100.0000  112.0000    0.65491134    0.65491134    0.80482733
  0.850000  0.850000  0.850000   90.0000  100.0000  112.0000    0.70242132    0.82792853    0.98863846
  0.850000  0.850000  0.850000   80.0000  100.0000  112.0000    0.73842199    1.00075065    1.17466410
  0.850000  0.850000  0.850000   90.0000   90.0000  112.0000    0.86854538    0.86854538    1.17349251
  0.850000  0.850000  0.850000   80.0000   90.0000  112.0000    0.89906599    1.03308483    1.36135005
  0.850000  0.850000  0.850000   80.0000   80.0000  112.0000    1.05664647    1.05664647    1.55182850
  0.850000  0.850000  0.850000  108.0000  108.0000  108.0000    0.53781331    0.53781331    0.53781331
  0.850000  0.850000  0.850000  104.0000  108.0000  108.0000    0.56258080    0.60994760    0.60994760
  0.850000  0.850000  0.850000  100.0000  108.0000  108.0000    0.58572523    0.68195329    0.68195329
  0.850000  0.850000  0.850000   90.0000  108.0000  108.0000    0.63595868    0.86177225    0.86177225
  0.850000  0.850000  0.850000   80.0000  108.0000  108.0000    0.67410256    1.04265966    1.04265966
  0.850000  0.850000  0.850000  104.0000  104.0000  108.0000    0.63360883    0.63360883    0.68213740
  0.850000  0.850000  0.850000  100.0000  104.0000  108.0000    0.65574138    0.70443521    0.75420985
  0.850000  0.850000  0.850000   90.0000  104.0000  108.0000    0.70387115    0.88094959    0.93429903
  0.850000  0.850000  0.850000   80.0000  104.0000  108.0000    0.74049488    1.05797607    1.11570455
  0.850000  0.850000  0.850000  100.0000  100.0000  108.0000    0.72548141    0.72548141    0.82636069
  0.850000  0.850000  0.850000   90.0000  100.0000  108.0000    0.77131689    0.89891280    1.00675144
  0.850000  0.850000  0.850000   80.0000  100.0000  108.0000    0.80622637    1.07227645    1.18871075
  0.850000  0.850000  0.850000   90.0000   90.0000  108.0000    0.93805570    0.93805570    1.18816911
  0.850000  0.850000  0.850000   80.0000   90.0000  108.0000    0.96768567    1.10318978    1.37179686
  0.850000  0.850000  0.850000   80.0000   80.0000  108.0000    1.12591386    1.12591386    1.55773457
  0.850000  0.850000  0.850000  104.0000  104.0000  104.0000    0.70473887    0.70473887    0.70473887
  0.850000  0.850000  0.850000  100.0000  104.0000  104.0000    0.72590683    0.77567038    0.77567038
  0.850000  0.850000  0.850000   90.0000  104.0000  104.0000    0.77205326    0.95251199    0.95251199
  0.850000  0.850000  0.850000   80.0000  104.0000  104.0000    0.80727715    1.13005528    1.13005528
  0.850000  0.850000  0.850000  100.0000  100.0000  104.0000    0.79579105    0.79579105    0.84671024
  0.850000  0.850000  0.850000   90.0000  100.0000  104.0000    0.83974251    0.96960766    1.02388830
  0.850000  0.850000  0.850000   80.0000  100.0000  104.0000    0.87335146    1.14348682    1.20196096
  0.850000  0.850000  0.850000   90.0000   90.0000  104.0000    1.00701407    1.00701407    1.20207691
  0.850000  0.850000  0.850000   80.0000   90.0000  104.0000    1.03549104    1.17266031    1.38165079
  0.850000  0.850000  0.850000   80.0000   80.0000  104.0000    1.19422806    1.19422806    1.56321655
  0.850000  0.850000  0.850000  100.0000  100.0000  100.0000    0.86581411    0.86581411    0.86581411
  0.850000  0.850000  0.850000   90.0000  100.0000  100.0000    0.90764812    1.04000267    1.04000267
  0.850000  0.850000  0.850000   80.0000  100.0000  100.0000    0.93971969    1.21438633    1.21438633
  0.850000  0.850000  0.850000   90.0000   90.0000  100.0000    1.07538191    1.07538191    1.21518513
  0.850000  0.850000  0.850000   80.0000   90.0000  100.0000    1.10241178    1.24146943    1.39089985
  0.850000  0.850000  0.850000   80.0000   80.0000  100.0000    1.26152685    1.26152685    1.56828280
  0.850000  0.850000  0.850000   90.0000   90.0000   90.0000    1.24406726    1.24406726    1.24406726
  0.850000  0.850000  0.850000   80.0000   90.0000   90.0000    1.26601307    1.41105306    1.41105306
  0.850000  0.850000  0.850000   80.0000   80.0000   90.0000    1.42559365    1.42559365    1.57888387
  0.850000  0.850000  0.850000   80.0000   80.0000   80.0000    1.58519602    1.58519602    1.58519602
  0.850000  0.850000  0.900000  120.0000  120.0000  120.0000   -0.01909127   -0.01909127    0.03670896
  0.850000  0.850000  0.900000  116.0000  120.0000  120.0000    0.01811670    0.06082217    0.10850686
  0.850000  0.850000  0.900000  112.0000  120.0000  120.0000    0.05356637    0.14090148    0.18088476
  0.850000  0.850000  0.900000  108.0000  120.0000  120.0000    0.08705773    0.22090772    0.25365451
  0.850000  0.850000  0.900000  104.0000  120.0000  120.0000    0.11843938    0.30069775    0.32670443
  0.850000  0.850000  0.900000  100.0000  120.0000  120.0000    0.14759558    0.38021410    0.39998986
  0.850000  0.850000  0.900000   90.0000  120.0000  120.0000    0.21016999    0.57802656    0.58438660
  0.850000  0.850000  0.900000   80.0000  120.0000  120.0000    0.25703253    0.77562699    0.77125087
  0.850000  0.850000  0.900000  116.0000  116.0000  120.0000    0.09648985    0.09648985    0.18018046
  0.850000  0.850000  0.900000  112.0000  116.0000  120.0000    0.13046277    0.17498426    0.25243593
  0.850000  0.850000  0.900000  108.0000  116.0000  120.0000    0.16255380    0.25336251    0.32509248
  0.850000  0.850000  0.900000  104.0000  116.0000  120.0000    0.19262163    0.33148199    0.39804661
  0.850000  0.850000  0.900000  100.0000  116.0000  120.0000    0.22055791    0.40928498    0.47126238
  0.850000  0.850000  0.900000   90.0000  116.0000  120.0000    0.28051793    0.60262216    0.65565776
  0.850000  0.850000  0.900000   80.0000  116.0000  120.0000    0.32538337    0.79546991    0.84286832
  0.850000  0.850000  0.900000  112.0000  112.0000  120.0000    0.20743677    0.20743677    0.32457114
  0.850000  0.850000  0.900000  108.0000  112.0000  120.0000    0.23808498    0.28425178    0.39711716
  0.850000  0.850000  0.900000  104.0000  112.0000  120.0000    0.26679790    0.36076501    0.46997890
  0.850000  0.850000  0.900000  100.0000  112.0000  120.0000    0.29347469    0.43691779    0.54312946
  0.850000  0.850000  0.900000   90.0000  112.0000  120.0000    0.35072835    0.62592800    0.72754088
  0.850000  0.850000  0.900000   80.0000  112.0000  120.0000    0.39351424    0.81414991    0.91512716
  0.850000  0.850000  0.900000  108.0000  108.0000  120.0000    0.31341481    0.31341481    0.46956302
  0.850000  0.850000  0.900000  104.0000  108.0000  120.0000    0.34073111    0.38839958    0.54234359
  0.850000  0.850000  0.900000  100.0000  108.0000  120.0000    0.36610745    0.46297894    0.61544117
  0.850000  0.850000  0.900000   90.0000  108.0000  120.0000    0.42055600    0.64784500    0.79990494
  0.850000  0.850000  0.900000   80.0000  108.0000  120.0000    0.46116898    0.83160275    0.98791358
  0.850000  0.850000  0.900000  104.0000  104.0000  120.0000    0.41427584    0.41427584    0.61506292
  0.850000  0.850000  0.900000  100.0000  104.0000  120.0000    0.43830831    0.48736932    0.68812845
  0.850000  0.850000  0.900000   90.0000  104.0000  120.0000    0.48984366    0.66830141    0.87270214
  0.850000  0.850000  0.900000   80.0000  104.0000  120.0000    0.52817697    0.84778465    1.06119917
  0.850000  0.850000  0.900000  100.0000  100.0000  120.0000    0.51001129    0.51001129    0.76119220
  0.850000  0.850000  0.900000   90.0000  100.0000  120.0000    0.55851420    0.68723977    0.94595614
  0.850000  0.850000  0.900000   80.0000  100.0000  120.0000    0.59444600    0.86265919    1.13502854
  0.850000  0.850000  0.900000   90.0000   90.0000  120.0000    0.72756178    0.72756178    1.13169931
  0.850000  0.850000  0.900000   80.0000   90.0000  120.0000    0.75685518    0.89382187    1.32273049
  0.850000  0.850000  0.900000   80.0000   80.0000  120.0000    0.91540904    0.91540904    1.51669999
  0.850000  0.850000  0.900000  116.0000  116.0000  116.0000    0.17013352    0.17013352    0.21407620
  0.850000  0.850000  0.900000  112.0000  116.0000  116.0000    0.20289673    0.24854973    0.28503746
  0.850000  0.850000  0.900000  108.0000  116.0000  116.0000    0.23385562    0.32686097    0.35635668
  0.850000  0.850000  0.900000  104.0000  116.0000  116.0000    0.26287722    0.40493262    0.42792883
  0.850000  0.850000  0.900000  100.0000  116.0000  116.0000    0.28985883    0.48271552    0.49971580
  0.850000  0.850000  0.900000   90.0000  116.0000  116.0000    0.34784710    0.67618082    0.68031835
  0.850000  0.850000  0.900000   80.0000  116.0000  116.0000    0.39131214    0.86950923    0.86339936
  0.850000  0.850000  0.900000  112.0000  112.0000  116.0000    0.27987031    0.27987031    0.35593267
  0.850000  0.850000  0.900000  108.0000  112.0000  116.0000    0.30946638    0.35669115    0.42718997
  0.850000  0.850000  0.900000  104.0000  112.0000  116.0000    0.33721491    0.43322355    0.49871196
  0.850000  0.850000  0.900000  100.0000  112.0000  116.0000    0.36302031    0.50941662    0.57046887
  0.850000  0.850000  0.900000   90.0000  112.0000  116.0000    0.41851401    0.69867308    0.75114145
  0.850000  0.850000  0.900000   80.0000  112.0000  116.0000    0.46011130    0.88744290    0.93460130
  0.850000  0.850000  0.900000  108.0000  108.0000  116.0000    0.38487697    0.38487697    0.49838976
  0.850000  0.850000  0.900000  104.0000  108.0000  116.0000    0.41130552    0.45994984    0.56986647
  0.850000  0.850000  0.900000  100.0000  108.0000  116.0000    0.43588846    0.53463160    0.64159891
  0.850000  0.850000  0.900000   90.0000  108.0000  116.0000    0.48877542    0.71986542    0.82235988
  0.850000  0.850000  0.900000   80.0000  108.0000  116.0000    0.52839817    0.90424026    1.00622577
  0.850000  0.850000  0.900000  104.0000  104.0000  116.0000    0.48500885    0.48500885    0.64131074
  0.850000  0.850000  0.900000  100.0000  104.0000  116.0000    0.50831966    0.55826826    0.71303226
  0.850000  0.850000  0.900000   90.0000  104.0000  116.0000    0.55847590    0.73969242    0.89391956
  0.850000  0.850000  0.900000   80.0000  104.0000  116.0000    0.59600143    0.91986351    1.07823671
  0.850000  0.850000  0.900000  100.0000  100.0000  116.0000    0.58025323    0.58025323    0.78476513
  0.850000  0.850000  0.900000   90.0000  100.0000  116.0000    0.62754146    0.75810026    0.96583814
  0.850000  0.850000  0.900000   80.0000  100.0000  116.0000    0.66282992    0.93427953    1.15067165
  0.850000  0.850000  0.900000   90.0000   90.0000  116.0000    0.79752930    0.79752930    1.14778232
  0.850000  0.850000  0.900000   80.0000   90.0000  116.0000    0.82650106    0.96473237    1.33432798
  0.850000  0.850000  0.900000   80.0000   80.0000  116.0000    0.98618106    0.98618106    1.52342677
  0.850000  0.850000  0.900000  112.0000  112.0000  112.0000    0.35251012    0.35251012    0.38591495
  0.850000  0.850000  0.900000  108.0000  112.0000  112.0000    0.38100306    0.42933404    0.45595068
  0.850000  0.850000  0.900000  104.0000  112.0000  112.0000    0.40773716    0.50588325    0.52619910
  0.850000  0.850000  0.900000  100.0000  112.0000  112.0000    0.43262224    0.58211494    0.59662686
  0.850000  0.850000  0.900000   90.0000  112.0000  112.0000    0.48623911    0.77161836    0.77370961
  0.850000  0.850000  0.900000   80.0000  112.0000  112.0000    0.52653888    0.96094726    0.95316675
  0.850000  0.850000  0.900000  108.0000  108.0000  112.0000    0.45648687    0.45648687    0.52597302
  0.850000  0.850000  0.900000  104.0000  108.0000  112.0000    0.48197273    0.53164030    0.59621330
  0.850000  0.850000  0.900000  100.0000  108.0000  112.0000    0.50570836    0.60641725    0.66664607
  0.850000  0.850000  0.900000   90.0000  108.0000  112.0000    0.55690418    0.79200420    0.84385451
  0.850000  0.850000  0.900000   80.0000  108.0000  112.0000    0.59541510    0.97699014    1.02370083
  0.850000  0.850000  0.900000  104.0000  104.0000  112.0000    0.55582185    0.55582185    0.66645095
  0.850000  0.850000  0.900000  100.0000  104.0000  112.0000    0.57835171    0.62923432    0.73689465
  0.850000  0.850000  0.900000   90.0000  104.0000  112.0000    0.62698560    0.81112021    0.91424639
  0.850000  0.850000  0.900000   80.0000  104.0000  112.0000    0.66356808    0.99195562    1.09450556
  0.850000  0.850000  0.900000  100.0000  100.0000  112.0000    0.65049723    0.65049723    0.80736330
  0.850000  0.850000  0.900000   90.0000  100.0000  112.0000    0.69641289    0.82891652    0.98489606
  0.850000  0.850000  0.900000   80.0000  100.0000  112.0000    0.73090809    1.00581425    1.16561052
  0.850000  0.850000  0.900000   90.0000   90.0000  112.0000    0.86725408    0.86725408    1.16318818
  0.850000  0.850000  0.900000   80.0000   90.0000  112.0000    0.89571367    1.03531334    1.34535962
  0.850000  0.850000  0.900000   80.0000   80.0000  112.0000    1.05638757    1.05638757    1.52968565
  0.850000  0.850000  0.900000  108.0000  108.0000  108.0000    0.52805264    0.52805264    0.55218777
  0.850000  0.850000  0.900000  104.0000  108.0000  108.0000    0.55253552    0.60328444    0.62126982
  0.850000  0.850000  0.900000  100.0000  108.0000  108.0000    0.57536378    0.67815469    0.69047941
  0.850000  0.850000  0.900000   90.0000  108.0000  108.0000    0.62472021    0.86409319    0.86431398
  0.850000  0.850000  0.900000   80.0000  108.0000  108.0000    0.66197504    1.04969602    1.04029346
  0.850000  0.850000  0.900000  104.0000  104.0000  108.0000    0.62652189    0.62652189    0.69037992
  0.850000  0.850000  0.900000  100.0000  104.0000  108.0000    0.64820430    0.70007885    0.75962290
  0.850000  0.850000  0.900000   90.0000  104.0000  108.0000    0.69515118    0.88240679    0.93361824
  0.850000  0.850000  0.900000   80.0000  104.0000  108.0000    0.73062998    1.06389261    1.10997106
  0.850000  0.850000  0.900000  100.0000  100.0000  108.0000    0.72054639    0.72054639    0.82890482
  0.850000  0.850000  0.900000   90.0000  100.0000  108.0000    0.76490753    0.89949981    1.00307634
  0.850000  0.850000  0.900000   80.0000  100.0000  108.0000    0.79843151    1.07708205    1.17982164
  0.850000  0.850000  0.900000   90.0000   90.0000  108.0000    0.93651705    0.93651705    1.17789224
  0.850000  0.850000  0.900000   80.0000   90.0000  108.0000    0.96423963    1.10534756    1.35583203
